Hour Ending,COAST,EAST,FWEST,NORTH,NCENT,SOUTH,SCENT,WEST,ERCOT
01/01/2017 16:00," 9,987.94 ", 986.10 ," 1,993.03 ", 651.88 ," 9,711.29 "," 2,937.56 "," 5,085.19 ", 935.20 ," 32,288.18 "
01/01/2017 17:00," 9,943.90 ", 992.39 ," 1,996.43 ", 656.84 ," 9,691.93 "," 2,944.81 "," 5,158.53 ", 935.86 ," 32,320.68 "
01/01/2017 18:00," 10,181.01 "," 1,046.64 "," 2,010.45 ", 689.52 ," 10,172.87 "," 2,935.55 "," 5,311.27 ", 951.01 ," 33,298.33 "
01/01/2017 19:00," 10,583.51 "," 1,101.34 "," 2,072.18 ", 722.72 ," 10,841.28 "," 3,079.74 "," 5,683.43 "," 1,007.21 "," 35,091.41 "
01/01/2017 20:00," 10,451.01 "," 1,091.24 "," 2,082.85 ", 717.77 ," 10,772.99 "," 3,048.98 "," 5,630.11 "," 1,011.36 "," 34,806.31 "
01/01/2017 21:00," 10,230.59 "," 1,067.07 "," 2,078.94 ", 707.38 ," 10,547.20 "," 2,976.88 "," 5,462.09 ", 991.23 ," 34,061.38 "
01/01/2017 22:00," 10,014.83 "," 1,028.18 "," 2,064.67 ", 689.78 ," 10,255.37 "," 2,897.08 "," 5,245.20 ", 966.24 ," 33,161.34 "
01/01/2017 23:00," 9,667.71 ", 972.07 ," 2,043.00 ", 658.19 ," 9,736.22 "," 2,789.27 "," 4,925.26 ", 920.25 ," 31,711.97 "
01/01/2017 24:00," 9,287.70 ", 907.88 ," 2,025.36 ", 629.61 ," 9,152.37 "," 2,651.38 "," 4,569.61 ", 884.61 ," 30,108.53 "
01/02/2017 01:00," 8,836.83 ", 860.94 ," 1,999.53 ", 609.44 ," 8,568.22 "," 2,496.37 "," 4,252.44 ", 882.15 ," 28,505.90 "
01/02/2017 02:00," 8,588.17 ", 825.61 ," 2,002.33 ", 595.98 ," 8,163.60 "," 2,395.27 "," 4,057.97 ", 859.63 ," 27,488.56 "
01/02/2017 03:00," 8,480.78 ", 808.31 ," 2,006.88 ", 592.78 ," 7,917.04 "," 2,322.75 "," 3,939.56 ", 851.11 ," 26,919.20 "
01/02/2017 04:00," 8,506.02 ", 806.16 ," 2,020.30 ", 593.53 ," 7,850.37 "," 2,288.87 "," 3,917.01 ", 850.29 ," 26,832.56 "
01/02/2017 05:00," 8,644.70 ", 814.80 ," 2,053.65 ", 605.85 ," 7,966.76 "," 2,283.87 "," 3,965.03 ", 860.01 ," 27,194.66 "
01/02/2017 06:00," 8,887.00 ", 844.26 ," 2,070.96 ", 624.76 ," 8,324.10 "," 2,329.97 "," 4,112.27 ", 894.31 ," 28,087.62 "
01/02/2017 07:00," 9,176.47 ", 892.24 ," 2,114.55 ", 653.36 ," 8,843.18 "," 2,437.71 "," 4,348.90 ", 955.47 ," 29,421.88 "
01/02/2017 08:00," 9,323.77 ", 930.93 ," 2,159.57 ", 681.90 ," 9,260.58 "," 2,470.54 "," 4,530.61 "," 1,007.58 "," 30,365.47 "
01/02/2017 09:00," 9,559.88 ", 965.85 ," 2,142.81 ", 697.39 ," 9,647.07 "," 2,558.89 "," 4,733.23 "," 1,018.46 "," 31,323.57 "
01/02/2017 10:00," 9,602.69 "," 1,006.96 "," 2,154.65 ", 704.14 ," 10,050.67 "," 2,740.07 "," 4,997.49 "," 1,022.92 "," 32,279.59 "
01/02/2017 11:00," 9,793.86 "," 1,036.12 "," 2,152.66 ", 702.90 ," 10,354.20 "," 2,955.95 "," 5,224.56 "," 1,019.43 "," 33,239.66 "
01/02/2017 12:00," 10,114.71 "," 1,059.88 "," 2,148.33 ", 698.54 ," 10,522.66 "," 3,158.12 "," 5,359.18 "," 1,003.27 "," 34,064.69 "
01/02/2017 13:00," 10,411.55 "," 1,073.82 "," 2,134.81 ", 687.05 ," 10,553.47 "," 3,309.52 "," 5,409.59 ", 987.08 ," 34,566.90 "
01/02/2017 14:00," 10,689.01 "," 1,087.74 "," 2,125.34 ", 679.78 ," 10,552.67 "," 3,424.74 "," 5,486.77 ", 983.34 ," 35,029.39 "
01/02/2017 15:00," 10,937.07 "," 1,093.32 "," 2,116.68 ", 674.60 ," 10,527.73 "," 3,520.31 "," 5,554.63 ", 980.69 ," 35,405.03 "
01/02/2017 16:00," 11,036.95 "," 1,084.86 "," 2,102.75 ", 673.09 ," 10,538.87 "," 3,552.09 "," 5,615.69 ", 981.58 ," 35,585.88 "
01/02/2017 17:00," 10,931.45 "," 1,085.67 "," 2,101.09 ", 675.05 ," 10,558.38 "," 3,493.31 "," 5,679.59 ", 983.64 ," 35,508.17 "
01/02/2017 18:00," 10,859.02 "," 1,121.15 "," 2,110.95 ", 709.40 ," 10,963.29 "," 3,354.29 "," 5,774.19 ", 998.47 ," 35,890.77 "
01/02/2017 19:00," 11,112.06 "," 1,179.02 "," 2,195.89 ", 750.94 ," 11,631.04 "," 3,383.39 "," 6,100.86 "," 1,058.91 "," 37,412.10 "
01/02/2017 20:00," 10,893.92 "," 1,160.04 "," 2,225.08 ", 746.60 ," 11,517.76 "," 3,306.93 "," 6,003.13 "," 1,067.85 "," 36,921.31 "
01/02/2017 21:00," 10,594.16 "," 1,132.78 "," 2,227.69 ", 734.94 ," 11,226.33 "," 3,173.90 "," 5,801.72 "," 1,052.06 "," 35,943.58 "
01/02/2017 22:00," 10,196.74 "," 1,086.19 "," 2,210.55 ", 706.97 ," 10,766.32 "," 3,018.43 "," 5,495.22 "," 1,027.81 "," 34,508.23 "
01/02/2017 23:00," 9,568.08 "," 1,008.90 "," 2,172.23 ", 667.77 ," 9,983.13 "," 2,827.17 "," 5,077.27 ", 978.75 ," 32,283.30 "
01/02/2017 24:00," 8,935.49 ", 928.88 ," 2,127.65 ", 631.24 ," 9,132.16 "," 2,584.82 "," 4,622.99 ", 935.05 ," 29,898.29 "
01/03/2017 01:00," 8,516.59 ", 903.05 ," 2,076.28 ", 618.60 ," 8,581.18 "," 2,353.14 "," 4,319.18 ", 901.62 ," 28,269.64 "
01/03/2017 02:00," 8,238.18 ", 881.61 ," 2,063.20 ", 610.37 ," 8,237.55 "," 2,218.32 "," 4,140.59 ", 889.44 ," 27,279.26 "
01/03/2017 03:00," 8,102.78 ", 874.08 ," 2,068.39 ", 609.21 ," 8,099.93 "," 2,146.36 "," 4,088.06 ", 889.48 ," 26,878.29 "
01/03/2017 04:00," 8,094.30 ", 882.69 ," 2,074.23 ", 617.25 ," 8,149.13 "," 2,119.98 "," 4,139.87 ", 899.07 ," 26,976.52 "
01/03/2017 05:00," 8,265.69 ", 903.46 ," 2,084.53 ", 636.96 ," 8,438.21 "," 2,140.76 "," 4,294.35 ", 924.03 ," 27,687.99 "
01/03/2017 06:00," 8,816.31 ", 980.23 ," 2,130.94 ", 683.26 ," 9,284.60 "," 2,268.58 "," 4,764.25 ", 993.96 ," 29,922.14 "
01/03/2017 07:00," 9,615.55 "," 1,121.68 "," 2,202.92 ", 762.51 ," 10,676.09 "," 2,534.08 "," 5,494.53 "," 1,115.51 "," 33,522.87 "
01/03/2017 08:00," 10,009.76 "," 1,199.55 "," 2,258.44 ", 809.75 ," 11,425.69 "," 2,651.96 "," 5,840.93 "," 1,176.34 "," 35,372.41 "
01/03/2017 09:00," 10,102.29 "," 1,204.97 "," 2,249.83 ", 825.58 ," 11,512.38 "," 2,669.46 "," 5,778.99 "," 1,158.67 "," 35,502.15 "
01/03/2017 10:00," 10,235.29 "," 1,198.00 "," 2,227.20 ", 834.74 ," 11,649.76 "," 2,721.88 "," 5,624.02 "," 1,127.20 "," 35,618.09 "
01/03/2017 11:00," 10,408.94 "," 1,182.09 "," 2,203.08 ", 847.20 ," 11,898.64 "," 2,796.73 "," 5,550.21 "," 1,090.64 "," 35,977.54 "
01/03/2017 12:00," 10,600.82 "," 1,217.16 "," 2,175.90 ", 854.12 ," 12,032.31 "," 2,887.86 "," 5,485.78 "," 1,058.68 "," 36,312.63 "
01/03/2017 13:00," 10,758.74 "," 1,216.52 "," 2,148.40 ", 859.71 ," 12,215.92 "," 3,026.29 "," 5,456.89 "," 1,052.55 "," 36,735.01 "
01/03/2017 14:00," 10,926.66 "," 1,229.78 "," 2,126.60 ", 871.77 ," 12,371.38 "," 3,196.02 "," 5,502.94 "," 1,040.75 "," 37,265.90 "
01/03/2017 15:00," 11,022.60 "," 1,245.35 "," 2,118.96 ", 870.40 ," 12,480.50 "," 3,317.64 "," 5,525.26 "," 1,022.37 "," 37,603.06 "
01/03/2017 16:00," 10,988.86 "," 1,241.72 "," 2,105.89 ", 876.34 ," 12,634.70 "," 3,357.01 "," 5,573.85 "," 1,018.94 "," 37,797.31 "
01/03/2017 17:00," 10,883.79 "," 1,260.56 "," 2,098.81 ", 897.79 ," 13,093.40 "," 3,319.72 "," 5,605.45 "," 1,031.43 "," 38,190.95 "
01/03/2017 18:00," 10,881.97 "," 1,332.61 "," 2,102.28 ", 939.22 ," 14,062.07 "," 3,215.39 "," 5,682.34 "," 1,063.70 "," 39,279.58 "
01/03/2017 19:00," 11,092.76 "," 1,410.07 "," 2,194.20 ", 979.22 ," 14,949.67 "," 3,299.31 "," 6,100.65 "," 1,150.09 "," 41,175.97 "
01/03/2017 20:00," 10,889.13 "," 1,412.62 "," 2,225.96 ", 981.93 ," 15,038.02 "," 3,233.02 "," 6,039.19 "," 1,170.71 "," 40,990.60 "
01/03/2017 21:00," 10,577.16 "," 1,405.41 "," 2,232.73 ", 974.65 ," 14,923.47 "," 3,117.48 "," 5,909.74 "," 1,175.98 "," 40,316.61 "
01/03/2017 22:00," 10,100.14 "," 1,383.35 "," 2,219.10 ", 953.77 ," 14,501.69 "," 2,964.25 "," 5,660.53 "," 1,156.56 "," 38,939.41 "
01/03/2017 23:00," 9,488.80 "," 1,308.54 "," 2,183.88 ", 911.25 ," 13,663.83 "," 2,761.58 "," 5,311.81 "," 1,116.25 "," 36,745.93 "
01/03/2017 24:00," 8,916.94 "," 1,190.79 "," 2,153.07 ", 878.09 ," 12,871.90 "," 2,522.19 "," 4,941.42 "," 1,074.62 "," 34,549.01 "
01/04/2017 01:00," 8,461.96 "," 1,179.51 "," 2,150.72 ", 859.40 ," 12,556.74 "," 2,305.04 "," 4,706.80 "," 1,046.70 "," 33,266.87 "
01/04/2017 02:00," 8,316.48 "," 1,181.02 "," 2,152.24 ", 862.63 ," 12,521.47 "," 2,192.58 "," 4,669.00 "," 1,051.49 "," 32,946.92 "
01/04/2017 03:00," 8,259.58 "," 1,195.41 "," 2,162.18 ", 869.85 ," 12,679.11 "," 2,142.84 "," 4,643.75 "," 1,065.99 "," 33,018.70 "
01/04/2017 04:00," 8,336.28 "," 1,274.48 "," 2,174.45 ", 882.15 ," 13,006.59 "," 2,119.69 "," 4,784.99 "," 1,085.70 "," 33,664.34 "
01/04/2017 05:00," 8,636.57 "," 1,341.89 "," 2,195.72 ", 913.62 ," 13,626.20 "," 2,159.70 "," 5,122.02 "," 1,123.31 "," 35,119.03 "
01/04/2017 06:00," 9,357.08 "," 1,444.01 "," 2,249.25 ", 968.46 ," 14,732.89 "," 2,314.51 "," 5,741.88 "," 1,188.52 "," 37,996.61 "
01/04/2017 07:00," 10,504.78 "," 1,608.21 "," 2,336.41 "," 1,052.92 "," 16,407.68 "," 2,649.34 "," 6,673.89 "," 1,314.94 "," 42,548.16 "
01/04/2017 08:00," 10,954.97 "," 1,651.29 "," 2,402.20 "," 1,091.39 "," 17,033.21 "," 2,791.02 "," 7,043.58 "," 1,382.87 "," 44,350.53 "
01/04/2017 09:00," 10,943.99 "," 1,689.32 "," 2,395.05 "," 1,079.15 "," 16,753.32 "," 2,808.95 "," 7,012.14 "," 1,383.98 "," 44,065.89 "
01/04/2017 10:00," 11,119.80 "," 1,654.59 "," 2,394.90 "," 1,066.90 "," 16,621.29 "," 2,863.62 "," 7,003.29 "," 1,392.97 "," 44,117.37 "
01/04/2017 11:00," 11,087.67 "," 1,590.59 "," 2,362.04 "," 1,044.41 "," 16,491.53 "," 2,892.16 "," 6,911.29 "," 1,379.05 "," 43,758.75 "
01/04/2017 12:00," 11,015.91 "," 1,597.54 "," 2,310.96 "," 1,016.87 "," 16,129.52 "," 2,897.12 "," 6,857.14 "," 1,336.02 "," 43,161.08 "
01/04/2017 13:00," 10,858.32 "," 1,570.03 "," 2,254.41 ", 983.88 ," 15,627.57 "," 2,868.78 "," 6,716.08 "," 1,283.46 "," 42,162.54 "
01/04/2017 14:00," 10,863.92 "," 1,556.12 "," 2,215.91 ", 957.12 ," 15,311.95 "," 2,836.14 "," 6,552.56 "," 1,218.15 "," 41,511.86 "
01/04/2017 15:00," 10,712.96 "," 1,541.93 "," 2,183.02 ", 922.88 ," 14,717.90 "," 2,806.43 "," 6,314.77 "," 1,141.03 "," 40,340.93 "
01/04/2017 16:00," 10,602.89 "," 1,514.93 "," 2,154.48 ", 892.40 ," 14,028.28 "," 2,790.60 "," 6,228.74 "," 1,101.21 "," 39,313.55 "
01/04/2017 17:00," 10,638.28 "," 1,530.48 "," 2,146.57 ", 897.17 ," 14,056.39 "," 2,820.77 "," 6,334.02 "," 1,107.64 "," 39,531.31 "
01/04/2017 18:00," 11,099.44 "," 1,617.68 "," 2,155.66 ", 944.97 ," 15,104.66 "," 2,942.73 "," 6,798.23 "," 1,133.29 "," 41,796.65 "
01/04/2017 19:00," 11,605.89 "," 1,681.00 "," 2,269.76 "," 1,001.14 "," 16,379.27 "," 3,176.62 "," 7,338.23 "," 1,250.97 "," 44,702.88 "
01/04/2017 20:00," 11,578.57 "," 1,673.56 "," 2,313.01 "," 1,008.66 "," 16,614.55 "," 3,212.37 "," 7,385.76 "," 1,285.98 "," 45,072.46 "
01/04/2017 21:00," 11,416.83 "," 1,645.29 "," 2,322.08 "," 1,011.56 "," 16,544.95 "," 3,198.27 "," 7,320.17 "," 1,302.25 "," 44,761.41 "
01/04/2017 22:00," 11,010.92 "," 1,581.73 "," 2,305.76 ", 987.25 ," 16,060.37 "," 3,101.80 "," 7,069.17 "," 1,275.53 "," 43,392.54 "
01/04/2017 23:00," 10,392.63 "," 1,484.00 "," 2,251.78 ", 937.20 ," 15,049.80 "," 2,922.88 "," 6,614.36 "," 1,213.72 "," 40,866.38 "
01/04/2017 24:00," 9,784.50 "," 1,420.72 "," 2,204.78 ", 906.58 ," 14,223.02 "," 2,687.71 "," 6,133.38 "," 1,158.38 "," 38,519.07 "
01/05/2017 01:00," 9,471.97 "," 1,310.98 "," 2,207.56 ", 894.05 ," 13,679.11 "," 2,545.85 "," 5,812.60 "," 1,122.66 "," 37,044.78 "
01/05/2017 02:00," 9,198.32 "," 1,330.23 "," 2,190.11 ", 887.25 ," 13,471.34 "," 2,439.73 "," 5,581.37 "," 1,108.75 "," 36,207.10 "
01/05/2017 03:00," 9,051.12 "," 1,255.15 "," 2,186.92 ", 891.17 ," 13,393.59 "," 2,388.45 "," 5,427.61 "," 1,108.88 "," 35,702.89 "
01/05/2017 04:00," 9,031.14 "," 1,270.87 "," 2,193.17 ", 899.40 ," 13,484.36 "," 2,355.45 "," 5,390.26 "," 1,108.90 "," 35,733.56 "
01/05/2017 05:00," 9,237.88 "," 1,319.36 "," 2,205.51 ", 924.94 ," 13,882.93 "," 2,370.31 "," 5,489.22 "," 1,127.32 "," 36,557.48 "
01/05/2017 06:00," 9,836.49 "," 1,377.09 "," 2,252.04 ", 966.79 ," 14,854.43 "," 2,512.72 "," 5,944.83 "," 1,194.08 "," 38,938.47 "
01/05/2017 07:00," 10,685.20 "," 1,535.14 "," 2,332.72 "," 1,041.98 "," 16,343.88 "," 2,816.57 "," 6,600.15 "," 1,325.30 "," 42,680.94 "
01/05/2017 08:00," 10,931.77 "," 1,548.80 "," 2,403.61 "," 1,076.73 "," 16,868.76 "," 2,916.34 "," 6,719.16 "," 1,380.49 "," 43,845.66 "
01/05/2017 09:00," 10,841.51 "," 1,533.49 "," 2,383.61 "," 1,069.18 "," 16,417.71 "," 2,854.65 "," 6,442.51 "," 1,344.57 "," 42,887.22 "
01/05/2017 10:00," 10,912.84 "," 1,476.63 "," 2,401.21 "," 1,070.09 "," 16,217.11 "," 2,858.09 "," 6,284.48 "," 1,322.26 "," 42,542.70 "
01/05/2017 11:00," 10,952.60 "," 1,482.96 "," 2,417.41 "," 1,072.83 "," 16,103.29 "," 2,862.57 "," 6,105.67 "," 1,294.60 "," 42,291.93 "
01/05/2017 12:00," 10,920.43 "," 1,448.53 "," 2,410.27 "," 1,071.08 "," 15,936.77 "," 2,866.71 "," 5,869.63 "," 1,255.39 "," 41,778.80 "
01/05/2017 13:00," 10,825.06 "," 1,433.94 "," 2,375.75 "," 1,061.60 "," 15,752.99 "," 2,869.37 "," 5,694.59 "," 1,214.00 "," 41,227.29 "
01/05/2017 14:00," 10,777.88 "," 1,402.60 "," 2,383.96 "," 1,050.91 "," 15,607.58 "," 2,922.74 "," 5,554.24 "," 1,179.59 "," 40,879.50 "
01/05/2017 15:00," 10,692.55 "," 1,392.26 "," 2,387.73 "," 1,048.82 "," 15,495.42 "," 2,968.77 "," 5,451.65 "," 1,167.45 "," 40,604.65 "
01/05/2017 16:00," 10,696.19 "," 1,400.61 "," 2,409.18 "," 1,041.29 "," 15,625.47 "," 3,015.08 "," 5,437.66 "," 1,176.14 "," 40,801.63 "
01/05/2017 17:00," 10,791.93 "," 1,459.08 "," 2,448.10 "," 1,066.76 "," 16,331.21 "," 3,050.36 "," 5,582.41 "," 1,224.51 "," 41,954.37 "
01/05/2017 18:00," 11,130.91 "," 1,574.83 "," 2,489.25 "," 1,109.07 "," 17,508.25 "," 3,041.54 "," 6,067.50 "," 1,285.54 "," 44,206.90 "
01/05/2017 19:00," 11,378.80 "," 1,710.57 "," 2,594.68 "," 1,156.11 "," 18,505.11 "," 3,197.97 "," 6,684.31 "," 1,384.06 "," 46,611.63 "
01/05/2017 20:00," 11,311.17 "," 1,737.42 "," 2,626.05 "," 1,164.52 "," 18,755.96 "," 3,202.40 "," 6,913.25 "," 1,423.56 "," 47,134.32 "
01/05/2017 21:00," 11,194.89 "," 1,744.45 "," 2,640.98 "," 1,163.43 "," 18,847.95 "," 3,157.11 "," 7,075.63 "," 1,439.02 "," 47,263.47 "
01/05/2017 22:00," 10,882.18 "," 1,709.94 "," 2,626.10 "," 1,132.54 "," 18,437.56 "," 3,053.33 "," 7,096.41 "," 1,428.47 "," 46,366.53 "
01/05/2017 23:00," 10,416.76 "," 1,643.87 "," 2,578.38 "," 1,088.56 "," 17,545.95 "," 2,892.53 "," 6,881.74 "," 1,386.71 "," 44,434.52 "
01/05/2017 24:00," 9,959.72 "," 1,569.93 "," 2,542.80 "," 1,055.51 "," 16,854.75 "," 2,674.85 "," 6,656.71 "," 1,355.16 "," 42,669.42 "
01/06/2017 01:00," 9,679.48 "," 1,545.04 "," 2,529.00 "," 1,039.86 "," 16,571.15 "," 2,555.52 "," 6,578.14 "," 1,328.53 "," 41,826.70 "
01/06/2017 02:00," 9,590.36 "," 1,546.62 "," 2,536.35 "," 1,039.21 "," 16,474.34 "," 2,470.43 "," 6,678.03 "," 1,335.24 "," 41,670.58 "
01/06/2017 03:00," 9,569.03 "," 1,548.79 "," 2,543.25 "," 1,041.68 "," 16,501.52 "," 2,429.40 "," 6,819.87 "," 1,348.44 "," 41,801.99 "
01/06/2017 04:00," 9,719.96 "," 1,588.42 "," 2,549.43 "," 1,051.83 "," 16,646.24 "," 2,435.70 "," 7,026.39 "," 1,368.25 "," 42,386.22 "
01/06/2017 05:00," 10,187.41 "," 1,629.75 "," 2,572.56 "," 1,078.73 "," 17,172.40 "," 2,508.59 "," 7,403.29 "," 1,410.40 "," 43,963.14 "
01/06/2017 06:00," 11,051.03 "," 1,707.53 "," 2,631.94 "," 1,129.39 "," 18,198.47 "," 2,729.21 "," 8,121.46 "," 1,483.79 "," 47,052.82 "
01/06/2017 07:00," 12,205.39 "," 1,860.93 "," 2,706.99 "," 1,200.87 "," 19,624.47 "," 3,168.10 "," 9,070.18 "," 1,599.56 "," 51,436.48 "
01/06/2017 08:00," 12,733.13 "," 1,983.40 "," 2,756.75 "," 1,234.40 "," 20,318.61 "," 3,427.39 "," 9,501.45 "," 1,672.79 "," 53,627.93 "
01/06/2017 09:00," 12,863.22 "," 1,998.00 "," 2,726.47 "," 1,237.92 "," 20,254.23 "," 3,520.88 "," 9,501.63 "," 1,674.43 "," 53,776.77 "
01/06/2017 10:00," 13,214.58 "," 1,950.12 "," 2,726.49 "," 1,246.83 "," 20,419.37 "," 3,715.04 "," 9,561.06 "," 1,681.62 "," 54,515.11 "
01/06/2017 11:00," 13,512.38 "," 1,931.66 "," 2,712.15 "," 1,241.74 "," 20,431.57 "," 3,911.74 "," 9,613.31 "," 1,665.11 "," 55,019.68 "
01/06/2017 12:00," 13,620.22 "," 1,945.14 "," 2,666.43 "," 1,232.02 "," 20,232.51 "," 4,049.34 "," 9,540.20 "," 1,631.41 "," 54,917.26 "
01/06/2017 13:00," 13,705.46 "," 1,935.71 "," 2,633.75 "," 1,217.29 "," 20,048.71 "," 4,153.43 "," 9,401.58 "," 1,600.90 "," 54,696.82 "
01/06/2017 14:00," 13,816.06 "," 1,939.58 "," 2,617.48 "," 1,206.04 "," 20,053.98 "," 4,239.24 "," 9,272.04 "," 1,601.59 "," 54,746.01 "
01/06/2017 15:00," 13,876.33 "," 1,945.40 "," 2,613.87 "," 1,192.72 "," 20,114.36 "," 4,307.80 "," 9,183.07 "," 1,598.71 "," 54,832.27 "
01/06/2017 16:00," 13,953.41 "," 1,961.64 "," 2,600.88 "," 1,178.54 "," 20,096.25 "," 4,379.33 "," 9,341.84 "," 1,601.90 "," 55,113.80 "
01/06/2017 17:00," 14,140.65 "," 2,018.11 "," 2,584.24 "," 1,174.19 "," 20,397.46 "," 4,519.29 "," 9,613.17 "," 1,594.49 "," 56,041.61 "
01/06/2017 18:00," 14,571.05 "," 2,075.14 "," 2,583.73 "," 1,193.01 "," 21,089.00 "," 4,726.52 "," 9,988.62 "," 1,611.91 "," 57,838.97 "
01/06/2017 19:00," 14,764.67 "," 2,143.46 "," 2,689.18 "," 1,230.70 "," 21,706.86 "," 5,028.68 "," 10,390.82 "," 1,681.70 "," 59,636.07 "
01/06/2017 20:00," 14,625.14 "," 2,137.46 "," 2,710.83 "," 1,223.15 "," 21,549.51 "," 5,087.19 "," 10,360.15 "," 1,688.48 "," 59,381.91 "
01/06/2017 21:00," 14,522.24 "," 2,145.43 "," 2,712.04 "," 1,217.13 "," 21,253.36 "," 5,077.77 "," 10,318.04 "," 1,683.49 "," 58,929.49 "
01/06/2017 22:00," 14,289.24 "," 2,089.74 "," 2,703.91 "," 1,203.50 "," 20,796.38 "," 5,025.76 "," 10,166.96 "," 1,668.66 "," 57,944.15 "
01/06/2017 23:00," 13,841.15 "," 2,049.39 "," 2,660.71 "," 1,172.48 "," 20,021.78 "," 4,925.76 "," 9,847.46 "," 1,636.59 "," 56,155.33 "
01/06/2017 24:00," 13,502.34 "," 1,955.70 "," 2,639.51 "," 1,152.96 "," 19,420.43 "," 4,826.31 "," 9,577.94 "," 1,613.53 "," 54,688.72 "
01/07/2017 01:00," 13,162.37 "," 1,952.81 "," 2,599.86 "," 1,159.88 "," 19,173.16 "," 4,693.84 "," 9,384.26 "," 1,623.02 "," 53,749.20 "
01/07/2017 02:00," 12,990.77 "," 1,937.71 "," 2,598.03 "," 1,158.60 "," 19,053.48 "," 4,640.34 "," 9,285.95 "," 1,617.44 "," 53,282.32 "
01/07/2017 03:00," 12,955.66 "," 1,916.21 "," 2,602.90 "," 1,168.43 "," 19,051.70 "," 4,659.49 "," 9,267.06 "," 1,621.80 "," 53,243.26 "
01/07/2017 04:00," 12,959.53 "," 1,933.72 "," 2,608.56 "," 1,181.48 "," 19,187.32 "," 4,689.13 "," 9,347.64 "," 1,635.12 "," 53,542.50 "
01/07/2017 05:00," 13,055.01 "," 2,028.39 "," 2,620.01 "," 1,199.40 "," 19,441.98 "," 4,765.93 "," 9,501.95 "," 1,663.32 "," 54,275.99 "
01/07/2017 06:00," 13,274.02 "," 2,053.83 "," 2,644.80 "," 1,225.29 "," 19,954.24 "," 4,922.87 "," 9,798.10 "," 1,706.68 "," 55,579.84 "
01/07/2017 07:00," 13,544.08 "," 2,128.72 "," 2,652.63 "," 1,252.99 "," 20,577.88 "," 5,118.94 "," 10,164.20 "," 1,759.16 "," 57,198.60 "
01/07/2017 08:00," 13,818.91 "," 2,169.68 "," 2,674.96 "," 1,273.86 "," 21,135.43 "," 5,267.03 "," 10,476.86 "," 1,817.86 "," 58,634.58 "
01/07/2017 09:00," 14,001.45 "," 2,144.56 "," 2,667.55 "," 1,265.46 "," 21,096.72 "," 5,333.19 "," 10,467.88 "," 1,815.86 "," 58,792.68 "
01/07/2017 10:00," 14,055.04 "," 2,069.80 "," 2,616.38 "," 1,213.04 "," 20,376.90 "," 5,297.26 "," 10,138.21 "," 1,749.54 "," 57,516.18 "
